Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Overall_Impact
351,23,Male,Graduate,Australia,5.8,Twitter,Yes,4.8,5,Negative
351,20,Female,Undergraduate,Spain,4.9,TikTok,Yes,7,6,Negative
352,22,Male,Graduate,Other,6.2,Instagram,Yes,4.8,5.9,Negative
352,22,Male,Graduate,Denmark,3.7,Facebook,No,8.1,8,Positive
353,22,Female,Undergraduate,Other,4.9,LinkedIn,Yes,7,6.7,Neutral
353,19,Female,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,7,Negative
354,22,Female,High School,Other,7.2,TikTok,Yes,4.5,5.9,Negative
354,21,Male,Graduate,India,6.1,WhatsApp,Yes,6.2,5,Negative
355,19,Male,Graduate,Other,7,Instagram,Yes,4.7,5.5,Negative
355,20,Female,Undergraduate,Switzerland,3.6,Instagram,No,8.2,8,Positive
356,22,Male,Graduate,Other,7.3,Facebook,Yes,5.8,5.3,Negative
356,22,Male,Graduate,Turkey,5.2,TikTok,Yes,7,6,Negative
357,22,Male,Undergraduate,Other,8.1,YouTube,Yes,5.6,5.4,Negative
357,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.2,5,Negative
358,20,Female,High School,Other,5.9,YouTube,Yes,4.9,5.1,Negative
358,21,Male,Graduate,Mexico,5.9,WhatsApp,Yes,6.3,6,Negative
359,19,Female,Undergraduate,Other,5.5,Twitter,No,5.1,5.3,Negative
359,20,Female,Undergraduate,France,4.2,Instagram,No,7.8,7,Positive
360,22,Female,Undergraduate,Other,7.1,LinkedIn,Yes,6,4.1,Negative
360,22,Male,Graduate,Canada,5,TikTok,Yes,7.2,6,Negative
361,20,Male,Undergraduate,Other,6.8,YouTube,Yes,6,5.1,Negative
361,19,Female,Undergraduate,Spain,4.8,Instagram,Yes,7.1,6,Negative
362,24,Male,Graduate,Other,3.3,TikTok,Yes,7.7,7.7,Positive
362,21,Male,Graduate,Denmark,3.6,Facebook,No,8.2,8,Positive
363,22,Female,Graduate,India,7.5,Facebook,Yes,5.2,4,Negative
363,20,Female,Undergraduate,Ireland,4.5,TikTok,Yes,7.4,7,Negative
364,24,Female,Undergraduate,Other,7.8,YouTube,Yes,5.4,5.6,Negative
364,22,Male,Graduate,India,6.2,WhatsApp,Yes,6.1,5,Negative
365,18,Male,Undergraduate,Other,7.5,Instagram,No,5.4,5.5,Negative
365,19,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8,Positive
366,19,Male,High School,Other,6.3,TikTok,Yes,5.4,4.9,Negative
366,21,Male,Graduate,Turkey,5.1,Instagram,Yes,7.1,6,Negative
367,20,Male,High School,Canada,4.3,LinkedIn,No,6.6,6.7,Neutral
367,20,Female,Undergraduate,USA,7.2,TikTok,Yes,5.1,5,Negative
368,19,Female,Undergraduate,Other,8.1,TikTok,Yes,5.6,5.5,Negative
368,22,Male,Graduate,Mexico,6,WhatsApp,Yes,6.2,6,Negative
369,18,Male,Graduate,Other,6.9,LinkedIn,Yes,5.9,4.9,Negative
369,19,Female,Undergraduate,France,4.1,Instagram,No,7.9,7,Positive
370,19,Female,High School,Other,4.1,Twitter,Yes,6.8,6.8,Neutral
370,21,Male,Graduate,Canada,4.9,Instagram,Yes,7.3,6,Negative
371,24,Male,Undergraduate,Other,6.3,TikTok,Yes,5.5,5.6,Negative
371,20,Female,Undergraduate,Spain,4.7,TikTok,Yes,7.2,6,Negative
372,24,Female,Undergraduate,Other,3.2,YouTube,Yes,7.7,7.9,Positive
372,22,Male,Graduate,Denmark,3.5,Facebook,No,8.3,8,Positive
373,18,Female,Undergraduate,Other,8,Twitter,Yes,5.4,5.7,Negative
373,19,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7,Negative
374,20,Male,Undergraduate,Other,8.2,LinkedIn,Yes,6,5.7,Negative
374,21,Male,Graduate,India,6.3,WhatsApp,Yes,6,5,Negative
375,22,Female,Graduate,Other,5.8,YouTube,Yes,6,4.7,Negative
375,20,Female,Undergraduate,Switzerland,3.4,Instagram,No,8.4,8,Positive
376,20,Male,High School,Other,2.9,YouTube,No,7.6,7.6,Positive
376,22,Male,Graduate,Turkey,5,TikTok,Yes,7.2,6,Negative
377,24,Female,Undergraduate,Other,1.5,Facebook,Yes,7.2,7.6,Positive
377,19,Female,Undergraduate,USA,7.3,Instagram,Yes,5,5,Negative
378,22,Male,High School,Other,5.6,Instagram,Yes,5.8,5.2,Negative
378,21,Male,Graduate,Mexico,6.1,WhatsApp,Yes,6.1,6,Negative
379,19,Male,Graduate,Other,3.7,YouTube,No,7,6.7,Neutral
379,20,Female,Undergraduate,France,4,Instagram,No,8,7,Positive
380,22,Male,Graduate,Other,5.7,Snapchat,No,6.6,6.4,Neutral
380,22,Male,Graduate,Canada,4.8,TikTok,Yes,7.4,6,Negative
381,18,Female,Graduate,Other,8.4,Snapchat,Yes,5.5,5.6,Negative
381,19,Female,Undergraduate,Spain,4.6,Instagram,Yes,7.3,6,Negative
382,22,Female,High School,India,7.5,YouTube,Yes,5.5,4.7,Negative
382,21,Male,Graduate,Denmark,3.4,Facebook,No,8.4,8,Positive
383,18,Female,Graduate,Other,5.2,Twitter,Yes,7,6.3,Neutral
383,20,Female,Undergraduate,Ireland,4.3,TikTok,Yes,7.6,7,Negative
384,23,Female,Undergraduate,India,6.1,Instagram,Yes,4.6,5.2,Negative
384,22,Male,Graduate,India,6.4,WhatsApp,Yes,5.9,5,Negative
385,23,Female,Graduate,Other,7.3,TikTok,Yes,5.5,5.7,Negative
385,19,Female,Undergraduate,Switzerland,3.3,Instagram,No,8.5,8,Positive
386,19,Female,Undergraduate,Other,4.5,Facebook,No,6.2,6.6,Neutral
386,21,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6,Negative
387,23,Male,Graduate,Other,2.4,LinkedIn,No,7.1,7.1,Positive
387,20,Female,Undergraduate,USA,7.4,TikTok,Yes,4.9,5,Negative
388,20,Male,Graduate,Australia,7.3,Twitter,Yes,5.3,6,Negative
388,22,Male,Graduate,Mexico,6.2,WhatsApp,Yes,6,6,Negative
389,24,Male,Graduate,Other,3.8,Twitter,Yes,6.3,6.2,Neutral
389,19,Female,Undergraduate,France,3.9,Instagram,No,8.1,7,Positive
390,22,Male,High School,Other,5.6,TikTok,Yes,6.1,6.3,Neutral
390,21,Male,Graduate,Canada,4.7,Instagram,Yes,7.5,6,Negative
391,21,Female,Undergraduate,Other,8.3,TikTok,No,4.6,4.8,Negative
391,20,Female,Undergraduate,Spain,4.5,TikTok,Yes,7.4,6,Negative
392,20,Male,Undergraduate,UK,6.3,Facebook,No,4.7,4.3,Negative
392,22,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8,Positive
393,23,Female,Undergraduate,Australia,2.2,Instagram,No,8.6,7.7,Positive
393,19,Female,Undergraduate,Ireland,4.2,Instagram,Yes,7.7,7,Negative
394,21,Male,Undergraduate,Other,6.6,Twitter,No,5,6,Negative
394,21,Male,Graduate,India,6.5,WhatsApp,Yes,5.8,5,Negative
395,20,Female,Undergraduate,Other,4,Snapchat,No,7.5,7.2,Positive
395,20,Female,Undergraduate,Switzerland,3.2,Instagram,No,8.6,8,Positive
396,21,Female,Undergraduate,Other,6.9,Instagram,Yes,5.7,4.6,Negative
396,22,Male,Graduate,Turkey,4.8,TikTok,Yes,7.4,6,Negative
397,19,Male,Undergraduate,Other,6.9,TikTok,No,5,5.6,Negative
397,19,Female,Undergraduate,USA,7.5,Instagram,Yes,4.8,5,Negative
398,24,Male,Graduate,Other,7.5,Instagram,Yes,5.7,5.7,Negative
398,21,Male,Graduate,Mexico,6.3,WhatsApp,Yes,5.9,6,Negative
399,18,Male,Undergraduate,Other,5.9,Twitter,Yes,6,6.5,Neutral
399,20,Female,Undergraduate,France,3.8,Instagram,No,8.2,7,Positive
400,21,Male,High School,Other,3.8,Snapchat,Yes,7.2,6.1,Neutral
400,22,Male,Graduate,Canada,4.6,TikTok,Yes,7.6,6,Negative
401,21,Female,Undergraduate,Other,8.2,Facebook,Yes,5.7,5,Negative
401,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Negative
402,24,Female,High School,Australia,8.4,Facebook,Yes,5.9,5.5,Negative
402,21,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8,Positive
403,23,Female,Graduate,Other,2.7,Instagram,No,7.8,8.8,Positive
403,20,Female,Undergraduate,Ireland,4.1,TikTok,Yes,7.8,7,Negative
404,21,Male,Graduate,Other,3.5,Twitter,No,7.5,8.9,Positive
404,22,Male,Graduate,India,6.6,WhatsApp,Yes,5.7,5,Negative
405,22,Female,Graduate,Other,2.3,Facebook,No,9,7.1,Positive
405,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Positive
406,22,Male,Undergraduate,Australia,1.5,Instagram,No,8.7,8.6,Positive
406,21,Male,Graduate,Turkey,4.7,Instagram,Yes,7.5,6,Negative
407,20,Male,Graduate,Germany,4.4,YouTube,No,6.1,6.5,Neutral
407,20,Female,Undergraduate,USA,7.6,TikTok,Yes,4.7,5,Negative
408,18,Male,Graduate,Other,6.2,TikTok,Yes,5.9,4.9,Negative
408,22,Male,Graduate,Mexico,6.4,WhatsApp,Yes,5.8,6,Negative
409,23,Female,Undergraduate,UK,7,Snapchat,Yes,5.6,5.9,Negative
409,19,Female,Undergraduate,France,3.7,Instagram,No,8.3,7,Positive
410,24,Male,Undergraduate,Other,3.4,Snapchat,No,7.1,8.3,Positive
410,21,Male,Graduate,Canada,4.5,Instagram,Yes,7.7,6,Negative
411,23,Male,High School,Other,1.6,YouTube,No,7.1,8.1,Positive
411,20,Female,Undergraduate,Spain,4.3,TikTok,Yes,7.6,6,Negative
412,22,Female,High School,Other,4.6,YouTube,Yes,6.4,6,Neutral
412,22,Male,Graduate,Denmark,3.1,Facebook,No,8.7,8,Positive
413,20,Male,Graduate,USA,3.9,Instagram,No,6.6,6.8,Neutral
413,19,Female,Undergraduate,Ireland,4,Instagram,Yes,7.9,7,Negative
414,23,Female,Undergraduate,Germany,6.1,Snapchat,Yes,5.3,5.7,Negative
414,21,Male,Graduate,India,6.7,WhatsApp,Yes,5.6,5,Negative
415,20,Male,High School,Other,5.6,TikTok,Yes,6.8,6.8,Neutral
415,20,Female,Undergraduate,Switzerland,3,Instagram,No,8.8,8,Positive
416,20,Female,Undergraduate,Germany,3.2,LinkedIn,No,8.9,7.5,Positive
416,22,Male,Graduate,Turkey,4.6,TikTok,Yes,7.6,6,Negative
417,20,Female,Undergraduate,Other,3.9,TikTok,No,8.8,8.5,Positive
417,19,Female,Undergraduate,USA,7.7,Instagram,Yes,4.6,5,Negative
418,20,Female,Graduate,UK,5.3,YouTube,No,7.1,6.6,Neutral
418,21,Male,Graduate,Mexico,6.5,WhatsApp,Yes,5.7,6,Negative
419,21,Female,Undergraduate,Other,3.6,Facebook,No,7.2,9,Positive
419,20,Female,Undergraduate,France,3.6,Instagram,No,8.4,7,Positive
420,24,Female,High School,Other,6,TikTok,Yes,4.9,5.4,Negative
420,22,Male,Graduate,Canada,4.4,TikTok,Yes,7.8,6,Negative
421,21,Female,Undergraduate,UK,6.1,Snapchat,Yes,4.5,4.1,Negative
421,19,Female,Undergraduate,Spain,4.2,Instagram,Yes,7.7,6,Negative
422,18,Male,Undergraduate,Other,1.8,Twitter,No,8.9,8.6,Positive
422,21,Male,Graduate,Denmark,3,Facebook,No,8.8,8,Positive
423,24,Female,High School,Other,3.7,TikTok,No,8.8,8.8,Positive
423,20,Female,Undergraduate,Ireland,3.9,TikTok,Yes,8,7,Negative
424,23,Male,Undergraduate,Other,2,Facebook,No,7.7,7.9,Positive
424,22,Male,Graduate,India,6.8,WhatsApp,Yes,5.5,5,Negative
425,23,Male,High School,Other,6.4,TikTok,Yes,5.2,4.6,Negative
425,19,Female,Undergraduate,Switzerland,2.9,Instagram,No,8.9,8,Positive
426,21,Male,Undergraduate,USA,7.1,YouTube,Yes,5.9,4.7,Negative
426,21,Male,Graduate,Turkey,4.5,Instagram,Yes,7.7,6,Negative
427,18,Female,High School,USA,7.2,YouTube,Yes,5.5,5.8,Negative
427,20,Female,Undergraduate,USA,7.8,TikTok,Yes,4.5,5,Negative
428,20,Male,Undergraduate,Canada,7.9,Instagram,Yes,4.7,5.2,Negative
428,22,Male,Graduate,Mexico,6.6,WhatsApp,Yes,5.6,6,Negative
429,20,Female,Graduate,UK,3.7,YouTube,No,8.6,8.4,Positive
429,19,Female,Undergraduate,France,3.5,Instagram,No,8.5,7,Positive
430,23,Male,Graduate,Other,7.7,Snapchat,Yes,5.3,4.5,Negative
430,21,Male,Graduate,Canada,4.3,Instagram,Yes,7.9,6,Negative
431,18,Male,Undergraduate,Canada,6.2,Twitter,No,4.7,4.2,Negative
431,20,Female,Undergraduate,Spain,4.1,TikTok,Yes,7.8,6,Negative
432,24,Male,Undergraduate,Other,7.2,Snapchat,Yes,4.7,5.4,Negative
432,22,Male,Graduate,Denmark,2.9,Facebook,No,8.9,8,Positive
433,22,Male,Undergraduate,Other,7.9,LinkedIn,Yes,4.7,4.1,Negative
433,19,Female,Undergraduate,Ireland,3.8,Instagram,Yes,8.1,7,Negative
434,24,Female,High School,Other,8.2,Instagram,No,5.3,4.4,Negative
434,21,Male,Graduate,India,6.9,WhatsApp,Yes,5.4,5,Negative
435,19,Male,Graduate,Other,6.3,TikTok,Yes,4.8,4,Negative
435,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9,8,Positive
436,19,Female,High School,Other,8.3,LinkedIn,Yes,5,4.5,Negative
436,22,Male,Graduate,Turkey,4.4,TikTok,Yes,7.8,6,Negative
437,20,Male,Graduate,India,5.7,YouTube,Yes,5.1,4.2,Negative
437,19,Female,Undergraduate,USA,7.9,Instagram,Yes,4.4,5,Negative
438,22,Male,High School,Other,6.2,TikTok,No,5.5,5.9,Negative
438,21,Male,Graduate,Mexico,6.7,WhatsApp,Yes,5.5,6,Negative
439,23,Male,Graduate,Other,3.8,Facebook,No,6.5,6.4,Neutral
439,20,Female,Undergraduate,France,3.4,Instagram,No,8.6,7,Positive
440,19,Female,High School,Other,2.9,YouTube,Yes,7.1,8.8,Positive
440,22,Male,Graduate,Canada,4.2,TikTok,Yes,8,6,Negative
441,22,Female,Graduate,Other,6.2,YouTube,Yes,5.3,5.5,Negative
441,19,Female,Undergraduate,Spain,4,Instagram,Yes,7.9,6,Negative
442,23,Female,Undergraduate,Other,2.4,Snapchat,Yes,7.6,7.6,Positive
442,21,Male,Graduate,Denmark,2.8,Facebook,No,9,8,Positive
443,22,Female,Undergraduate,Other,4.5,Snapchat,Yes,6.7,6.9,Neutral
443,20,Female,Undergraduate,Ireland,3.7,TikTok,Yes,8.2,7,Negative
444,19,Male,Undergraduate,Other,2.6,Snapchat,No,7.8,8.8,Positive
444,22,Male,Graduate,India,7,WhatsApp,Yes,5.3,5,Negative
445,19,Male,Graduate,Other,3.8,Facebook,No,7.4,8.8,Positive
445,19,Female,Undergraduate,Switzerland,2.7,Instagram,No,9.1,8,Positive
446,23,Male,Undergraduate,USA,2.3,LinkedIn,No,7.5,7.4,Positive
446,21,Male,Graduate,Turkey,4.3,Instagram,Yes,7.9,6,Negative
447,21,Female,Graduate,Other,3.5,TikTok,Yes,7.5,9,Positive
447,20,Female,Undergraduate,USA,8,TikTok,Yes,4.3,5,Negative
448,24,Male,Graduate,Other,5.9,Twitter,Yes,5.9,4.4,Negative
448,22,Male,Graduate,Mexico,6.8,WhatsApp,Yes,5.4,6,Negative
449,18,Female,Undergraduate,Other,2.5,LinkedIn,No,7.3,7.3,Positive
449,19,Female,Undergraduate,France,3.3,Instagram,No,8.7,7,Positive
450,21,Female,Undergraduate,India,2.5,YouTube,No,7.2,7,Positive
450,21,Male,Graduate,Canada,4.1,Instagram,Yes,8.1,6,Negative
451,23,Female,Undergraduate,Other,1.6,TikTok,Yes,8.7,8.9,Positive
451,20,Female,Undergraduate,Spain,3.9,TikTok,Yes,8,6,Negative
452,19,Male,High School,Other,5.8,LinkedIn,Yes,6.3,6.4,Neutral
452,22,Male,Graduate,Denmark,2.7,Facebook,No,9.1,8,Positive
453,21,Male,Graduate,India,7.8,TikTok,Yes,5,4.5,Negative
453,19,Female,Undergraduate,Ireland,3.6,Instagram,Yes,8.3,7,Negative
454,24,Male,Undergraduate,Canada,6.3,Facebook,Yes,5.6,4.5,Negative
454,21,Male,Graduate,India,7.1,WhatsApp,Yes,5.2,5,Negative
455,21,Male,High School,USA,6.8,Facebook,Yes,5.7,5.6,Negative
455,20,Female,Undergraduate,Switzerland,2.6,Instagram,No,9.2,8,Positive
456,23,Female,Graduate,India,2.6,Facebook,Yes,7.7,8.7,Positive
456,22,Male,Graduate,Turkey,4.2,TikTok,Yes,8,6,Negative
457,23,Female,Graduate,Canada,5.4,Snapchat,Yes,7.1,6.5,Neutral
457,19,Female,Undergraduate,USA,8.1,Instagram,Yes,4.2,5,Negative
458,23,Male,Undergraduate,Other,3.5,TikTok,Yes,8.5,7.3,Positive
458,21,Male,Graduate,Mexico,6.9,WhatsApp,Yes,5.3,6,Negative
459,22,Male,Undergraduate,Other,5.7,Facebook,Yes,4.6,4.8,Negative
459,20,Female,Undergraduate,France,3.2,Instagram,No,8.8,7,Positive
460,20,Female,Undergraduate,Other,8.2,Twitter,Yes,5.8,4.6,Negative
460,22,Male,Graduate,Canada,4,TikTok,Yes,8.2,6,Negative
461,21,Male,Undergraduate,Other,8,LinkedIn,Yes,5.5,5.6,Negative
461,19,Female,Undergraduate,Spain,3.8,Instagram,Yes,8.1,6,Negative
462,19,Male,Graduate,USA,7.5,TikTok,Yes,4.9,4.2,Negative
462,21,Male,Graduate,Denmark,2.6,Facebook,No,9.2,8,Positive
463,20,Male,High School,Other,3.5,YouTube,No,8.3,8.2,Positive
463,20,Female,Undergraduate,Ireland,3.5,TikTok,Yes,8.4,7,Negative
464,23,Male,High School,Other,4.5,Instagram,Yes,6.6,6.3,Neutral
464,22,Male,Graduate,India,7.2,WhatsApp,Yes,5.1,5,Negative
465,21,Male,High School,Other,5.9,Facebook,Yes,4.6,5.2,Negative
465,19,Female,Undergraduate,Switzerland,2.5,Instagram,No,9.3,8,Positive
466,19,Female,Graduate,USA,6.1,TikTok,Yes,5.5,5.6,Negative
466,21,Male,Graduate,Turkey,4.1,Instagram,Yes,8.1,6,Negative
467,18,Female,Undergraduate,Other,7.5,TikTok,Yes,5.8,4.6,Negative
467,20,Female,Undergraduate,USA,8.2,TikTok,Yes,4.1,5,Negative
468,22,Female,Undergraduate,Canada,7.2,Snapchat,Yes,5.1,4.6,Negative
468,22,Male,Graduate,Mexico,7,WhatsApp,Yes,5.2,6,Negative
469,22,Female,High School,Other,3.2,YouTube,No,8.3,7.5,Positive
469,19,Female,Undergraduate,France,3.1,Instagram,No,8.9,7,Positive
470,21,Female,High School,Other,5.8,Instagram,Yes,6,4.4,Negative
470,21,Male,Graduate,Canada,3.9,Instagram,Yes,8.3,6,Negative
471,19,Male,Graduate,Other,7.4,LinkedIn,Yes,5.7,5.7,Negative
471,20,Female,Undergraduate,Spain,3.7,TikTok,Yes,8.2,6,Negative
472,21,Male,High School,India,6.4,Snapchat,No,5.5,5.9,Negative
472,22,Male,Graduate,Denmark,2.5,Facebook,No,9.3,8,Positive
473,19,Female,Undergraduate,Other,3.7,LinkedIn,No,6.1,6.6,Neutral
473,19,Female,Undergraduate,Ireland,3.4,Instagram,Yes,8.5,7,Negative
474,21,Female,High School,Germany,7.6,Snapchat,Yes,4.9,5.1,Negative
474,21,Male,Graduate,India,7.3,WhatsApp,Yes,5,5,Negative
475,20,Female,Graduate,Other,7.5,Snapchat,No,5.9,4.6,Negative
475,20,Female,Undergraduate,Switzerland,2.4,Instagram,No,9.4,8,Positive
476,21,Female,High School,Other,5.1,LinkedIn,No,6.9,6,Neutral
476,22,Male,Graduate,Turkey,4,TikTok,Yes,8.2,6,Negative
477,18,Female,Graduate,Other,3.8,Snapchat,Yes,6.2,6.8,Neutral
477,19,Female,Undergraduate,USA,8.3,Instagram,Yes,4,5,Negative
478,23,Male,Graduate,India,3.8,Twitter,Yes,6.6,6.7,Neutral
478,21,Male,Graduate,Mexico,7.1,WhatsApp,Yes,5.1,6,Negative
479,22,Male,Graduate,Other,2.3,Snapchat,Yes,8.1,7.3,Positive
479,20,Female,Undergraduate,France,3,Instagram,No,9,7,Positive
480,21,Male,High School,Other,1.7,Instagram,No,8.1,7.8,Positive
480,22,Male,Graduate,Canada,3.8,TikTok,Yes,8.4,6,Negative
481,20,Male,Undergraduate,Other,2.3,YouTube,No,7.2,7.4,Positive
481,19,Female,Undergraduate,Spain,3.6,Instagram,Yes,8.3,6,Negative
482,18,Male,Undergraduate,Other,8.2,LinkedIn,Yes,5.2,4.6,Negative
482,21,Male,Graduate,Denmark,2.4,Facebook,No,9.4,8,Positive
483,22,Male,High School,Australia,7.3,Twitter,Yes,5.5,4.7,Negative
483,20,Female,Undergraduate,Ireland,3.3,TikTok,Yes,8.6,7,Negative
484,22,Male,High School,Australia,8.1,Facebook,Yes,5.2,5.5,Negative
484,22,Male,Graduate,India,7.4,WhatsApp,Yes,4.9,5,Negative
485,19,Female,Graduate,Other,2.7,YouTube,No,8.6,7.5,Positive
485,19,Female,Undergraduate,Switzerland,2.3,Instagram,No,9.5,8,Positive
486,20,Female,Graduate,Other,6.3,LinkedIn,Yes,5.7,5.3,Negative
486,21,Male,Graduate,Turkey,3.9,Instagram,Yes,8.3,6,Negative
487,20,Female,Undergraduate,Australia,5.6,LinkedIn,Yes,4.9,5.9,Negative
487,20,Female,Undergraduate,USA,8.4,TikTok,Yes,3.9,5,Negative
488,21,Female,Graduate,Other,7.5,YouTube,Yes,4.7,6,Negative
488,22,Male,Graduate,Mexico,7.2,WhatsApp,Yes,5,6,Negative
489,21,Male,Graduate,Other,8.2,LinkedIn,Yes,6,5.4,Negative
489,19,Female,Undergraduate,France,2.9,Instagram,No,9.1,7,Positive
490,23,Male,Undergraduate,Other,3.3,Instagram,No,8.8,9,Positive
490,21,Male,Graduate,Canada,3.7,Instagram,Yes,8.5,6,Negative
491,24,Male,Graduate,Germany,5.2,YouTube,Yes,6.5,6.4,Neutral
491,20,Female,Undergraduate,Spain,3.5,TikTok,Yes,8.4,6,Negative
492,21,Female,Undergraduate,India,3.9,Facebook,No,7.8,7.1,Positive
492,22,Male,Graduate,Denmark,2.3,Facebook,No,9.5,8,Positive
493,22,Male,Undergraduate,Other,6,YouTube,Yes,6.7,6.4,Neutral
493,19,Female,Undergraduate,Ireland,3.2,Instagram,Yes,8.7,7,Negative
494,19,Female,Graduate,Other,5.5,Twitter,Yes,5.4,5.2,Negative
494,21,Male,Graduate,India,7.5,WhatsApp,Yes,4.8,5,Negative
495,24,Female,High School,USA,7.4,YouTube,Yes,5.9,4.3,Negative
495,20,Female,Undergraduate,Switzerland,2.2,Instagram,No,9.6,8,Positive
496,18,Female,Graduate,Other,6.5,Facebook,No,4.7,4.8,Negative
496,22,Male,Graduate,Turkey,3.8,TikTok,Yes,8.4,6,Negative
497,22,Female,Graduate,Germany,7.2,Facebook,Yes,5.4,5.7,Negative
497,19,Female,Undergraduate,USA,8.5,Instagram,Yes,3.8,5,Negative
498,21,Male,Graduate,UK,5.7,YouTube,Yes,5.3,5.8,Negative
498,21,Male,Graduate,Mexico,7.3,WhatsApp,Yes,4.9,6,Negative
499,19,Female,Graduate,Other,4.4,LinkedIn,No,6.9,6.5,Neutral
499,20,Female,Undergraduate,France,2.8,Instagram,No,9.2,7,Positive
500,21,Female,Undergraduate,Australia,3.7,Twitter,No,6.7,6.6,Neutral
500,22,Male,Graduate,Canada,3.6,TikTok,Yes,8.6,6,Negative
501,23,Female,Undergraduate,Other,3.2,TikTok,No,7.6,9,Positive
501,19,Female,Undergraduate,Brazil,6.2,WhatsApp,Yes,6.3,6,Negative
502,22,Female,Undergraduate,Other,7.2,Twitter,Yes,5.9,5.3,Negative
502,21,Male,Graduate,China,4.5,WeChat,No,7.8,7,Positive
503,23,Male,Graduate,Other,8.4,Twitter,Yes,4.6,5.6,Negative
503,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Positive
504,19,Female,Undergraduate,Canada,4.5,Instagram,Yes,6.1,6.6,Neutral
504,22,Male,Graduate,New Zealand,4.7,Instagram,Yes,7.5,7,Negative
505,19,Female,High School,Other,5.6,LinkedIn,Yes,6.3,6.4,Neutral
505,19,Female,Undergraduate,Singapore,5.1,TikTok,Yes,7,6,Negative
506,18,Male,Graduate,Australia,4,Twitter,Yes,7.4,6.5,Neutral
506,21,Male,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,6,Negative
507,18,Female,High School,Other,2.9,Snapchat,No,8.2,7.4,Positive
507,20,Female,Undergraduate,UAE,6.5,Instagram,Yes,6.5,5,Negative
508,24,Female,Graduate,Other,7.3,YouTube,Yes,5.6,5,Negative
508,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Positive
509,20,Female,Graduate,Other,3.9,Snapchat,Yes,6.3,6.2,Neutral
509,19,Female,Undergraduate,India,6.8,WhatsApp,Yes,6,5,Negative
510,24,Female,Graduate,India,4.7,Snapchat,No,6.6,6.8,Neutral
510,21,Male,Graduate,Canada,4.8,Instagram,Yes,7.4,7,Negative
511,23,Male,High School,India,7.2,Twitter,Yes,5.3,6,Negative
511,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Negative
512,21,Male,Undergraduate,Other,3.4,LinkedIn,No,8.6,8.8,Positive
512,22,Male,Graduate,China,4.4,WeChat,No,7.9,7,Positive
513,21,Female,Undergraduate,Other,6.9,Instagram,Yes,5.2,5.9,Negative
513,19,Female,Undergraduate,Netherlands,3.7,TikTok,No,8.3,8,Positive
514,18,Female,Undergraduate,Other,6,LinkedIn,Yes,4.6,5.4,Negative
514,21,Male,Graduate,New Zealand,4.6,Instagram,Yes,7.6,7,Negative
515,20,Female,Graduate,Other,6.4,Facebook,No,5.5,4.3,Negative
515,20,Female,Undergraduate,Singapore,5.2,TikTok,Yes,6.9,6,Negative
516,20,Female,Undergraduate,Other,4.9,Twitter,No,6,7,Neutral
516,22,Male,Graduate,Malaysia,5.6,WhatsApp,Yes,6.7,6,Negative
517,24,Female,Undergraduate,Other,6.7,Snapchat,No,4.9,4.2,Negative
517,19,Female,Undergraduate,UAE,6.6,Instagram,Yes,6.4,5,Negative
518,18,Male,Graduate,Other,6.9,Twitter,Yes,5.9,4.1,Negative
518,21,Male,Graduate,Poland,4.1,Facebook,No,8,7,Positive
519,18,Male,Graduate,Other,4.1,LinkedIn,No,7.3,6.8,Neutral
519,20,Female,Undergraduate,India,6.9,WhatsApp,Yes,5.9,5,Negative
520,21,Female,Graduate,Other,6,Facebook,Yes,5.7,4.7,Negative
520,22,Male,Graduate,Canada,4.7,TikTok,Yes,7.5,7,Negative
521,19,Male,Graduate,Other,7.9,LinkedIn,Yes,5.8,4.1,Negative
521,19,Female,Undergraduate,Brazil,6,WhatsApp,Yes,6.5,6,Negative
522,20,Female,High School,USA,2.5,Facebook,Yes,8,9,Positive
522,21,Male,Graduate,China,4.3,WeChat,No,8,7,Positive
523,18,Male,High School,Other,5.3,YouTube,Yes,6.9,6.4,Neutral
523,20,Female,Undergraduate,Netherlands,3.6,Instagram,No,8.4,8,Positive
524,20,Female,Graduate,Australia,7.5,Snapchat,Yes,5.2,4.8,Negative
524,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,Negative
525,20,Male,Graduate,Other,6.9,TikTok,Yes,5.3,5.1,Negative
525,19,Female,Undergraduate,Singapore,5.3,TikTok,Yes,6.8,6,Negative
